,Make,Model,Vehicle_Class,Engine_Size_L_,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City__L_100_km_,Fuel_Consumption_Hwy__L_100_km_,Fuel_Consumption_Comb__L_100_km_,Fuel_Consumption_Comb__mpg_,CO2_Emissions_g_km_,Engine Size Range
2023,MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,A7,Z,14.7,9.5,12.4,23,291,4-6
2024,CHEVROLET,CAMARO SS,COMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284,6-8
2025,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284,6-8
2027,PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2,23,286,2-4
2029,CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,6-8
2030,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.2,10.4,12.5,23,288,2-4
2031,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.3,12.1,23,284,2-4
2032,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.5,12.5,23,295,2-4
2033,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,X,14.0,10.3,12.3,23,283,2-4
2034,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,X,14.0,10.3,12.3,23,283,2-4
2035,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,13.9,10.2,12.2,23,286,4-6
2036,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,13.9,10.2,12.2,23,287,4-6
2037,PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,A7,Z,13.8,10.3,12.3,23,287,2-4
2039,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,285,4-6
2040,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.1,10.2,12.4,23,290,4-6
2041,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286,4-6
2042,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,2-4
2043,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10.0,12.2,23,288,2-4
2044,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,A6,Z,14.3,9.8,12.3,23,283,2-4
2045,CADILLAC,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,14.7,9.8,12.5,23,293,2-4
2046,GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,2-4
2048,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,288,2-4
2049,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,296,2-4
2050,KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.1,10.5,12.5,23,296,2-4
2052,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.2,10.3,12.4,23,285,2-4
2053,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,288,2-4
2054,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,290,2-4
2055,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,288,4-6
2056,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3,23,283,2-4
2057,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3,23,283,2-4
2058,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.6,11.2,12.5,23,292,2-4
2059,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,283,2-4
2060,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,2-4
2062,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10.0,12.5,23,294,2-4
2063,FORD,Taurus AWD,FULL-SIZE,3.5,6,AS6,X,14.6,10.0,12.5,23,294,2-4
2064,BMW,550i xDRIVE,MID-SIZE,4.4,8,A8,Z,14.4,9.6,12.2,23,281,4-6
2065,BMW,550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,4-6
2066,BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2067,BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,4-6
2068,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,278,2-4
2069,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,285,2-4
2070,SUBARU,IMPREZA AWD,COMPACT,2.5,4,M6,Z,14.2,10.4,12.5,23,288,2-4
2071,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285,2-4
2073,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,292,2-4
2074,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,X,14.5,10.0,12.4,23,292,2-4
2076,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,278,2-4
2077,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.1,23,283,2-4
2078,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,2-4
2080,DODGE,Journey AWD,SUV - SMALL,3.6,6,A6,X,14.5,10.0,12.4,23,292,2-4
2081,DODGE,Journey FFV,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,284,2-4
2082,PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,283,2-4
2083,PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,287,2-4
2086,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Z,13.9,10.4,12.3,23,283,2-4
2087,LAND ROVER,RANGE ROVER,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,2-4
2088,KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,14.0,10.1,12.2,23,289,2-4
2090,AUDI,SQ5 QUATTRO,SUV - SMALL,3.0,6,AS8,Z,14.1,9.9,12.2,23,285,2-4
2091,SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.1,10.5,12.5,23,291,2-4
2092,JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281,2-4
2093,RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290,4-6
2095,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2096,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4-6
2097,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,2-4
2098,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,10.0,12.2,23,288,2-4
2099,CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,2-4
2101,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,X,13.9,9.8,12.1,23,283,2-4
2102,NISSAN,Frontier 4WD,PICKUP TRUCK - STANDARD,3.8,6,AS9,X,13.8,10.2,12.2,23,287,2-4
2103,BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.1,9.7,12.1,23,278,2-4
2104,BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.2,9.6,12.1,23,282,2-4
2105,BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.1,9.6,12.1,23,283,2-4
2106,BMW,M550i xDRIVE,MID-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,4-6
2107,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,195,2-4
2108,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,201,2-4
2109,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.4,10.2,12.5,23,206,2-4
2111,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23,278,2-4
2112,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,278,2-4
2113,BMW,Z4 sDRIVE35i,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,282,2-4
2114,PORSCHE,911 Carrera T,MINICOMPACT,3.0,6,M7,Z,14.6,9.4,12.3,23,286,2-4
2115,VOLKSWAGEN,ATLAS 4MOTION,SUV - SMALL,3.6,6,AS8,X,13.7,10.1,12.1,23,282,2-4
2116,VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286,2-4
2117,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283,4-6
2118,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289,4-6
2119,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,4-6
2121,DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,4-6
2123,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,13.9,10.5,12.4,23,285,2-4
2124,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,292,2-4
2125,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.0,10.6,12.5,23,293,2-4
2126,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.6,9.6,12.3,23,283,2-4
2127,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.4,9.9,12.4,23,285,2-4
2128,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,14.4,9.5,12.2,23,284,2-4
2129,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,14.1,9.6,12.1,23,283,2-4
2130,JEEP,Gladiator 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.7,10.7,12.3,23,290,2-4
2131,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,288,4-6
2132,BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.1,12.1,23,278,2-4
2133,BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,278,2-4
2134,BMW,Z4 sDRIVE35is,TWO-SEATER,3.0,6,AM7,Z,13.7,10.0,12.1,23,282,2-4
2135,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,23,285,4-6
2136,MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4.0,8,A7,Z,13.8,10.1,12.1,23,285,4-6
2137,MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,14.5,10.1,12.5,23,288,4-6
2138,BENTLEY,Continental GT,COMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,4-6
2139,FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291,2-4
2140,FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,293,2-4
2141,FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294,2-4
2142,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282,2-4
2144,BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2-4
2145,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.0,9.9,12.2,23,281,2-4
2146,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.1,10.0,12.2,23,281,2-4
2147,MASERATI,Quattroporte S,FULL-SIZE,3.0,6,AS8,Z,14.1,9.8,12.2,23,286,2-4
2148,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,4-6
2150,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.8,12.4,23,291,2-4
2151,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,X,13.6,9.9,12.4,23,291,2-4
2153,FORD,Taurus FFV AWD,FULL-SIZE,3.5,6,AS6,X,14.0,9.9,12.4,23,291,2-4
2154,BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8,AS8,Z,14.3,9.4,12.1,23,283,4-6
2155,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,14.4,9.7,12.3,23,288,2-4
2156,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287,2-4
2157,LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,14.5,9.8,12.3,23,290,2-4
2159,LINCOLN,Continental AWD,FULL-SIZE,3.0,6,AS6,X,14.5,9.8,12.3,23,289,2-4
2160,LINCOLN,Continental AWD,FULL-SIZE,3.7,6,AS6,X,14.3,9.7,12.2,23,287,2-4
2163,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278,2-4
2165,PORSCHE,MACAN TURBO KIT,SUV - SMALL,3.6,6,A7,Z,14.1,10.1,12.3,23,286,2-4
2166,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283,2-4
2168,LAND ROVER,Range Rover 3.0,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,23,291,2-4
2169,BMW,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4-6
2170,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,AS7,Z,13.8,10.1,12.1,23,285,4-6
2171,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8,A7,Z,13.8,10.2,12.2,23,285,4-6
2172,BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,4-6
2173,PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,A8,Z,13.6,10.2,12.1,23,281,2-4
2175,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,283,4-6
2176,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289,4-6
2177,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,4-6
2179,DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,4-6
2181,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23,326,2-4
2183,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288,2-4
2184,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23,288,2-4
2185,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,AM6,Z,14.2,10.5,12.5,23,288,2-4
2186,MITSUBISHI,LANCER EVOLUTION,COMPACT,2.0,4,M5,Z,14.0,10.3,12.3,23,283,2-4
2189,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278,4-6
2190,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.8,9.8,12.5,23,288,4-6
2191,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.8,9.8,12.5,23,287,4-6
2192,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS7,Z,14.7,9.1,12.2,23,281,4-6
2193,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS7,Z,14.7,9.1,12.2,23,294,4-6
2194,BMW,550i xDRIVE SEDAN,MID-SIZE,4.4,8,AS8,Z,14.4,9.7,12.3,23,283,4-6
2195,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,A8,Z,14.4,9.6,12.2,23,281,4-6
2196,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.7,12.3,23,283,4-6
2197,BMW,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288,4-6
2198,BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8,AS8,Z,14.0,10.0,12.2,23,286,4-6
2199,BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,4-6
2200,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,13.5,10.3,12.1,23,282,2-4
2201,MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6,A9,Z,14.0,10.6,12.4,23,292,2-4
2202,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.5,4,M6,Z,14.2,10.4,12.5,23,288,2-4
2203,MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23,278,2-4
2204,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS8,Z,14.0,10.5,12.4,23,285,2-4
2205,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,291,2-4
2206,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294,4-6
2208,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.4,23,285,2-4
2209,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.5,23,288,2-4
2210,BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,4-6
2211,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,23,291,4-6
2212,MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4.0,8,A7,Z,14.0,10.4,12.4,23,291,4-6
2213,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,283,4-6
2214,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,289,4-6
2215,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288,2-4
2216,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,291,2-4
2217,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23,290,2-4
2218,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.7,11.2,12.5,23,293,2-4
2219,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,AS7,Z,14.0,10.1,12.2,23,291,4-6
2220,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8,A7,Z,14.0,10.4,12.4,23,291,4-6
2221,BMW,M4 Coupe Competition,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2-4
2222,MERCEDES-BENZ,Maybach S 560 4MATIC,FULL-SIZE,4.0,8,A9,Z,14.4,9.5,12.2,23,286,4-6
2224,ALFA ROMEO,STELVIO QUADRIFOGLIO,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23,292,2-4
2225,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2226,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4-6
2227,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,4-6
2228,PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,3.8,6,AM7,Z,13.8,10.3,12.3,23,285,2-4
2229,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283,2-4
2230,LAND ROVER,Range Rover Sport 3.0,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.3,12.4,23,291,2-4
2231,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,287,2-4
2232,HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,AS6,X,13.9,10.8,12.5,23,295,2-4
2235,BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2236,BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4-6
2237,BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,4-6
2238,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278,2-4
2240,BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,4-6
2241,JEEP,Wrangler Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,2-4
2242,MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Z,13.5,10.6,12.2,23,285,2-4
2243,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.5,11.2,12.5,23,293,2-4
2244,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.6,10.7,12.3,23,288,2-4
2245,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291,2-4
2246,FORD,F-150 4X4 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS6,X,13.3,10.7,12.3,23,288,2-4
2248,BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,4-6
2249,BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2250,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23,292,2-4
2251,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,13.9,10.3,12.3,23,288,2-4
2252,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.1,10.1,12.3,23,283,2-4
2253,JEEP,Wrangler JL Unlimited 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,2-4
2254,BENTLEY,Continental GT Convertible,SUBCOMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,4-6
2255,JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,X,13.8,10.1,12.2,23,285,2-4
2256,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.3,9.3,12.1,23,283,4-6
2257,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292,4-6
2258,BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.6,12.4,23,292,4-6
2259,FORD,F-150 FFV 4X4 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.3,6,AS6,X,13.8,10.7,12.4,23,291,2-4
2261,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285,2-4
2262,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,E,13.7,11.1,12.5,23,208,2-4
2264,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,285,2-4
2265,BMW,M3,COMPACT,3.0,6,M6,Z,13.7,9.0,11.6,24,271,2-4
2266,BMW,M3,COMPACT,3.0,6,M6,Z,13.7,9.1,11.7,24,273,2-4
2267,BMW,M3,COMPACT,3.0,6,AM7,Z,13.5,9.9,11.9,24,280,2-4
2268,BMW,M3,COMPACT,3.0,6,M6,Z,13.5,9.3,11.6,24,273,2-4
2269,AUDI,S4,COMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,269,2-4
2270,AUDI,S5,SUBCOMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,269,2-4
2271,AUDI,S5,SUBCOMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273,2-4
2272,AUDI,S6,MID-SIZE,4.0,8,AM7,Z,14.0,8.7,11.7,24,269,4-6
2273,AUDI,S7,MID-SIZE,4.0,8,AM7,Z,14.0,8.7,11.7,24,269,4-6
2274,AUDI,S8,MID-SIZE,4.0,8,AS8,Z,14.6,8.8,11.9,24,281,4-6
2275,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274,2-4
2277,INFINITI,Q60,SUBCOMPACT,3.7,6,M6,Z,13.6,9.3,11.6,24,267,2-4
2278,AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Z,13.1,10.3,11.8,24,276,2-4
2279,RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274,2-4
2280,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,X,13.3,9.5,11.6,24,267,2-4
2281,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.9,9.2,11.8,24,278,2-4
